multa_id,patente,fecha,hora,velocidad_registrada,velocidad_maxima,ubicacion,radar_id,estado_multa,exceso_velocidad,imagen,patente_imagen,ratio
1033,DI2LOT,2022-05-15,08:41,114.0,40,AV SIEMPRE VIVA,,APELADA,72.0,,(SN12LO,0.4615
1035,VY90540,2023-09-24,08:41,118.0,40,AV LIBERTADOR,R02,PAGADA,76.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente_1.jpg,VY90540,1.0
1037,HF58HXP,2021-03-22,00:00,91.0,80,RUTA 9,R01,IMPAGA,7.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/9a795bbf4e94d630_patente.jpg,HF5BHXP,0.8571
1043,M20CPR,1932-01-01,00:00,140.0,60,AV LIBERTADOR,R03,APELADA,77.0,,[Q2OCPR,0.6154
1046,9999868,1932-01-01,14:38,101.0,60,RUTA 9,R02,APELADA,38.0,,2999961,0.7143
1048,41RSTZ,1932-01-01,14:38,118.0,60,AV SIEMPRE VIVA,R01,PAGADA,55.0,,41-RS-TZAETE,0.6667
1049,GOOGLE,1932-01-01,09:47,86.0,40,AV SIEMPRE VIVA,R01,ERROR,44.0,,ROIB87GLA,0.4
1050,GOOGLE,2023-04-07,00:00,69.0,60,AV LIBERTADOR,,APELADA,6.0,,ROIB87GLA,0.4
1053,691XC80,1932-01-01,08:41,129.0,60,AV LIBERTADOR,R03,ERROR,66.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,1.0
1058,BM351,2023-10-20,09:47,135.0,80,AV LIBERTADOR,,IMPAGA,51.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM-351,0.9091
1062,UM96201,2023-08-10,18:47,93.0,60,AV LIBERTADOR,R03,PAGADA,30.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,1.0
1063,409,2024-01-02,14:39,126.0,80,RUTA 9,R01,IMPAGA,42.0,,"201526,409",0.4615
1064,RFH373,2021-07-09,18:47,117.0,80,AV LIBERTADOR,R01,ERROR,33.0,,HNS79,0.3636
1065,HF3461,1932-01-01,08:42,120.0,80,AV SIEMPRE VIVA,,PAGADA,36.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,1.0
1068,GOOGLE,2023-05-04,14:39,45.0,40,AV SIEMPRE VIVA,,PAGADA,3.0,,ROIB87GLA,0.4
1069,GLEN1E,1932-01-01,08:42,61.0,40,AV LIBERTADOR,,PAGADA,19.0,,6E1766,0.3333
1074,T0YDR,2023-10-10,09:48,157.0,80,AV SIEMPRE VIVA,R02,IMPAGA,73.0,,QVOIOITBYDROON,0.4211
1077,DK414N,1932-01-01,08:42,119.0,80,RUTA 9,R02,ERROR,35.0,,414'N01.8,0.5333
1079,UW3932,2022-11-27,18:48,141.0,80,AV LIBERTADOR,R01,IMPAGA,57.0,,UM96201,0.4615
1080,WEFLYN,1932-01-01,14:39,148.0,80,RUTA 9,R01,APELADA,64.0,,ALIE'CALILOMAWEFLYNI,0.4615
1081,YLO8WUE,2022-08-07,14:40,97.0,40,RUTA 9,,PAGADA,55.0,,WUE(LOB>,0.4
1082,AWS167,2023-03-17,09:48,131.0,60,AV SIEMPRE VIVA,R03,ERROR,68.0,,AMSW167,0.7692
1085,81ZFJD,2023-06-08,18:48,123.0,80,AV LIBERTADOR,R01,IMPAGA,39.0,,81ZF0,0.7273
1087,GN64OTP,2023-05-19,09:48,101.0,40,AV LIBERTADOR,,IMPAGA,59.0,,OTPGN64,0.5714
1088,990XYK,2024-01-21,18:48,85.0,80,AV SIEMPRE VIVA,R01,ERROR,1.0,,UTTTULBURH(UNL990+XWK,0.3704
1089,UW3932,2021-03-02,08:43,153.0,80,AV LIBERTADOR,R01,IMPAGA,69.0,,UM96201,0.4615
1090,6611172,2024-02-06,00:00,136.0,80,AV SIEMPRE VIVA,R03,PAGADA,52.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,"66,111,72",0.875
1091,FVIOUHP,2022-05-08,14:40,142.0,80,AV LIBERTADOR,R01,APELADA,58.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVIDUHP,0.8571
1094,TL03GOG,2022-07-01,14:40,113.0,60,RUTA 9,R01,PAGADA,50.0,,7L03GOG771796O/J505841,0.4138
1095,GE1466,2021-02-15,14:41,86.0,40,RUTA 9,R03,PAGADA,44.0,,6E1766,0.6667
1097,M431ZW,1932-01-01,00:00,69.0,60,AV LIBERTADOR,R02,PAGADA,6.0,,M431ZM],0.7692
1101,6EVY261,2022-03-09,18:49,47.0,40,AV SIEMPRE VIVA,R01,APELADA,5.0,,AO{AUIOIMMA6EVY261,0.56
1102,FD1475,2023-06-12,09:49,140.0,80,RUTA 9,R02,ERROR,56.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD-147,0.8333
1105,W326AVE,2023-08-20,14:41,96.0,40,AV LIBERTADOR,,ERROR,54.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,1.0
1108,GN64OTP,1932-01-01,18:49,85.0,60,RUTA 9,R03,ERROR,22.0,,OTPGN64,0.5714
1109,T0YDR,2023-04-11,14:41,90.0,80,AV LIBERTADOR,,ERROR,6.0,,QVOIOITBYDROON,0.4211
1113,INTIGR8,2022-07-15,00:00,95.0,40,AV SIEMPRE VIVA,R02,PAGADA,53.0,,CALFOIAINTIGR8,0.6667
1115,6EVY261,1932-01-01,00:00,121.0,80,AV LIBERTADOR,,ERROR,37.0,,AO{AUIOIMMA6EVY261,0.56
1117,BHRP770,2020-01-14,09:49,158.0,80,RUTA 9,,APELADA,74.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/321ffb38656f7311_patente.jpg,[BHRP:770|,0.8235
1120,T0YDR,2020-09-28,18:50,68.0,40,AV LIBERTADOR,R03,IMPAGA,26.0,,QVOIOITBYDROON,0.4211
1125,3646HBH,2021-08-03,08:44,142.0,80,AV LIBERTADOR,,ERROR,58.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,1.0
1126,DK414N,2022-05-22,08:44,88.0,40,RUTA 9,R03,ERROR,46.0,,414'N01.8,0.5333
1127,2999961,2023-11-10,00:00,88.0,60,AV LIBERTADOR,R02,APELADA,25.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,1.0
1128,INTIGR8,2023-05-25,00:00,114.0,60,AV SIEMPRE VIVA,R02,APELADA,51.0,,CALFOIAINTIGR8,0.6667
1129,XIIUME,1932-01-01,14:42,158.0,80,AV SIEMPRE VIVA,R03,IMPAGA,74.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,1.0
1137,AWS167,1932-01-01,18:50,56.0,40,RUTA 9,R01,ERROR,14.0,,AMSW167,0.7692
1139,GLEN1E,1932-01-01,14:42,75.0,40,AV SIEMPRE VIVA,R02,PAGADA,33.0,,6E1766,0.3333
1140,990XYK,2021-06-10,18:50,103.0,40,AV SIEMPRE VIVA,,PAGADA,61.0,,UTTTULBURH(UNL990+XWK,0.3704
1141,J1S1,1932-01-01,00:00,91.0,40,AV SIEMPRE VIVA,R03,APELADA,49.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,1.0
1145,6611172,2022-11-05,00:00,150.0,80,AV LIBERTADOR,,ERROR,66.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,"66,111,72",0.875
1147,AI7OVF,2020-03-16,14:42,114.0,60,AV LIBERTADOR,R01,ERROR,51.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/747b0f12f54703ee_patente.jpg,AI70VF,0.8333
1148,WU08YWC,2021-03-01,14:42,146.0,80,AV LIBERTADOR,R03,IMPAGA,62.0,,0978CZY,0.4286
1149,BB8986,2020-03-05,09:51,73.0,60,RUTA 9,,ERROR,10.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/7cbc7ee444622a66_patente.jpg,BB8986,1.0
1150,9999868,2023-12-29,08:45,123.0,80,AV LIBERTADOR,,PAGADA,39.0,,2999961,0.7143
1155,6NCE831,2023-11-18,08:45,140.0,80,RUTA 9,,IMPAGA,56.0,,'CELILOV6NCE831,0.6364
1156,M431ZW,2021-08-20,00:00,114.0,60,AV SIEMPRE VIVA,R03,PAGADA,51.0,,M431ZM],0.7692
1162,6NCE831,2022-02-10,08:46,62.0,40,AV LIBERTADOR,R01,PAGADA,20.0,,'CELILOV6NCE831,0.6364
1164,AWS167,2020-02-03,08:46,85.0,40,RUTA 9,R01,IMPAGA,43.0,,AMSW167,0.7692
1165,409,2023-03-20,09:51,111.0,40,AV LIBERTADOR,R03,IMPAGA,69.0,,"201526,409",0.4615
1166,PIW4215,1932-01-01,08:46,109.0,80,AV SIEMPRE VIVA,,APELADA,25.0,,CEORCIAPIN42I5,0.4762
1167,81ZFJD,2021-10-18,09:51,113.0,40,AV SIEMPRE VIVA,R02,IMPAGA,71.0,,81ZF0,0.7273
1169,2999961,2023-12-02,00:00,155.0,80,RUTA 9,R02,APELADA,71.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,1.0
1170,81ZFJD,2023-02-06,00:00,116.0,60,AV SIEMPRE VIVA,R02,IMPAGA,53.0,,81ZF0,0.7273
1172,YLO8WUE,1932-01-01,08:47,108.0,40,AV LIBERTADOR,,IMPAGA,66.0,,WUE(LOB>,0.4
1173,2999961,2023-04-13,14:43,112.0,80,RUTA 9,,PAGADA,28.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,1.0
1176,409,2020-06-01,08:47,90.0,80,RUTA 9,R03,APELADA,6.0,,"201526,409",0.4615
1181,NHZ1002,2020-11-13,18:51,71.0,40,RUTA 9,R03,APELADA,29.0,,(SN12LO,0.4286
1184,HK06YMX,1932-01-01,18:52,116.0,60,AV SIEMPRE VIVA,R01,ERROR,53.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,0.8571
1186,WEFLYN,1932-01-01,09:52,121.0,60,AV LIBERTADOR,R03,ERROR,58.0,,ALIE'CALILOMAWEFLYNI,0.4615
1190,FD1475,2022-03-04,00:00,58.0,40,AV LIBERTADOR,R03,ERROR,16.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD-147,0.8333
1191,WU08YWC,2020-05-01,00:00,86.0,80,AV SIEMPRE VIVA,R01,PAGADA,2.0,,0978CZY,0.4286
1193,CT5B876,1932-01-01,18:52,46.0,40,RUTA 9,R03,ERROR,4.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/39c193bcc0c00f9e_patente.jpg,C75B876,0.8571
1194,MPX9357,1932-01-01,14:44,143.0,80,AV SIEMPRE VIVA,,ERROR,59.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,1.0
1195,AI7OVF,1932-01-01,09:52,60.0,40,RUTA 9,R01,IMPAGA,18.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/747b0f12f54703ee_patente.jpg,AI70VF,0.8333
1197,GOOGLE,2023-02-13,08:47,67.0,60,AV LIBERTADOR,R02,PAGADA,4.0,,ROIB87GLA,0.4
1200,WU08YWC,1932-01-01,14:44,111.0,60,RUTA 9,R01,IMPAGA,48.0,,0978CZY,0.4286
1203,BB8986,1932-01-01,00:00,104.0,60,AV LIBERTADOR,R01,APELADA,41.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/7cbc7ee444622a66_patente.jpg,BB8986,1.0
1204,HF3461,1932-01-01,18:53,94.0,80,AV SIEMPRE VIVA,R01,PAGADA,10.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,1.0
1208,6611172,2020-05-07,18:53,61.0,40,AV LIBERTADOR,R03,ERROR,19.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,"66,111,72",0.875
1209,GN64OTP,2021-07-13,09:53,118.0,80,AV LIBERTADOR,R02,PAGADA,34.0,,OTPGN64,0.5714
1211,WEFLYN,2022-11-22,09:53,105.0,40,AV SIEMPRE VIVA,,APELADA,63.0,,ALIE'CALILOMAWEFLYNI,0.4615
1221,BM351,2020-05-20,00:00,125.0,80,AV SIEMPRE VIVA,R02,ERROR,41.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM-351,0.9091
1224,PIW4215,2023-08-04,14:44,134.0,80,AV SIEMPRE VIVA,,PAGADA,50.0,,CEORCIAPIN42I5,0.4762
1226,XIIUME,2021-02-10,09:53,98.0,80,AV LIBERTADOR,,PAGADA,14.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,1.0
1230,GCP332,2020-06-08,09:54,111.0,40,AV LIBERTADOR,R01,IMPAGA,69.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/d648b2ae1abc09f3_patente.jpg,G0GCP332,0.8571
1231,BHRP770,2022-12-11,14:44,115.0,60,AV LIBERTADOR,R02,APELADA,52.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/321ffb38656f7311_patente.jpg,[BHRP:770|,0.8235
1236,T0YDR,1932-01-01,00:00,120.0,60,AV SIEMPRE VIVA,R02,PAGADA,57.0,,QVOIOITBYDROON,0.4211
1242,409,2021-12-25,00:00,107.0,60,AV LIBERTADOR,R02,PAGADA,44.0,,"201526,409",0.4615
1246,WEFLYN,2023-03-05,08:49,46.0,40,RUTA 9,R02,ERROR,4.0,,ALIE'CALILOMAWEFLYNI,0.4615
1248,VTIIAHV,1932-01-01,14:45,49.0,40,RUTA 9,,PAGADA,7.0,,BTIAHV,0.7692
1249,81ZFJD,2021-05-19,00:00,120.0,40,RUTA 9,,ERROR,78.0,,81ZF0,0.7273
1251,6EVY261,2023-01-05,14:45,133.0,60,AV SIEMPRE VIVA,,ERROR,70.0,,AO{AUIOIMMA6EVY261,0.56
1254,HF58HXP,2023-07-28,00:00,86.0,80,AV SIEMPRE VIVA,R03,IMPAGA,2.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/9a795bbf4e94d630_patente.jpg,HF5BHXP,0.8571
1255,T0YDR,2020-12-01,09:54,139.0,60,AV LIBERTADOR,R03,APELADA,76.0,,QVOIOITBYDROON,0.4211
1256,BX55DOG,2023-02-18,00:00,156.0,80,AV SIEMPRE VIVA,,ERROR,72.0,,8X5SDOG,0.7143
1257,J1S1,2023-08-09,08:50,60.0,40,AV LIBERTADOR,R01,IMPAGA,18.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,1.0
1258,AWS167,2020-11-05,09:55,107.0,40,AV SIEMPRE VIVA,R01,APELADA,65.0,,AMSW167,0.7692
1259,691XC80,2022-11-29,00:00,117.0,80,AV LIBERTADOR,,APELADA,33.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,1.0
1260,FD1475,2022-01-23,08:50,79.0,60,AV SIEMPRE VIVA,R02,IMPAGA,16.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD-147,0.8333
1263,M431ZW,2021-02-19,09:55,120.0,60,RUTA 9,R03,APELADA,57.0,,M431ZM],0.7692
1264,M431ZW,2021-09-19,08:50,132.0,60,AV LIBERTADOR,R01,ERROR,69.0,,M431ZM],0.7692
1266,990XYK,2022-05-24,18:55,109.0,40,RUTA 9,R01,PAGADA,67.0,,UTTTULBURH(UNL990+XWK,0.3704
1270,UW3932,2023-07-14,08:51,117.0,80,RUTA 9,R03,IMPAGA,33.0,,UM96201,0.4615
1272,WU341A,2022-03-02,08:51,76.0,40,AV SIEMPRE VIVA,R02,ERROR,34.0,,HF3461,0.5
1273,GN64OTP,2021-12-23,00:00,78.0,40,AV LIBERTADOR,R01,IMPAGA,36.0,,OTPGN64,0.5714
1276,6EVY261,2021-10-24,00:00,107.0,80,AV LIBERTADOR,R02,PAGADA,23.0,,AO{AUIOIMMA6EVY261,0.56
1277,DK414N,2022-10-01,14:46,103.0,80,AV SIEMPRE VIVA,,IMPAGA,19.0,,414'N01.8,0.5333
1279,UW3932,2022-06-13,00:00,68.0,40,RUTA 9,,IMPAGA,26.0,,UM96201,0.4615
1280,81ZFJD,2022-05-03,08:51,103.0,40,RUTA 9,,APELADA,61.0,,81ZF0,0.7273
1281,FVIOUHP,2021-12-23,09:56,113.0,80,AV LIBERTADOR,,IMPAGA,29.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVIDUHP,0.8571
1284,5777770,2022-04-11,18:56,64.0,40,AV SIEMPRE VIVA,R02,IMPAGA,22.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,57777.70,0.9333
1286,NHZ1002,2020-05-20,08:52,79.0,40,AV SIEMPRE VIVA,R03,IMPAGA,37.0,,(SN12LO,0.4286
1289,NHZ1002,2021-10-15,14:46,146.0,80,RUTA 9,R02,ERROR,62.0,,(SN12LO,0.4286
1294,TL03GOG,1932-01-01,00:00,87.0,40,RUTA 9,R01,PAGADA,45.0,,7L03GOG771796O/J505841,0.4138
1295,990XYK,2021-08-08,18:56,141.0,80,AV LIBERTADOR,,IMPAGA,57.0,,UTTTULBURH(UNL990+XWK,0.3704
1301,589222,2020-12-17,14:47,122.0,60,AV SIEMPRE VIVA,R02,PAGADA,59.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/246a0e4264a39433_patente.jpg,589222,1.0
1302,589222,2022-04-03,18:56,64.0,60,RUTA 9,R01,ERROR,1.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/246a0e4264a39433_patente.jpg,589222,1.0
1304,8B90638,2021-01-11,09:56,94.0,80,RUTA 9,R02,APELADA,10.0,,0634,0.5455
1305,BM351,2020-08-12,08:53,81.0,40,AV LIBERTADOR,R02,PAGADA,39.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM-351,0.9091
1306,810TCH,2020-05-01,00:00,72.0,40,RUTA 9,,PAGADA,30.0,,81ZF0,0.5455
1309,2999961,2023-05-12,14:47,122.0,60,AV LIBERTADOR,R01,PAGADA,59.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,1.0
1310,DK414N,2023-11-26,09:56,153.0,80,AV LIBERTADOR,R03,PAGADA,69.0,,414'N01.8,0.5333
1313,CD05601,1932-01-01,14:47,100.0,80,AV LIBERTADOR,R01,ERROR,16.0,,PCJ5661,0.5714
1315,831MDB,2022-12-06,08:54,76.0,60,AV LIBERTADOR,R02,ERROR,13.0,,835MDBHOAT,0.625
1316,GOOGLE,2023-12-10,09:56,79.0,40,AV SIEMPRE VIVA,,IMPAGA,37.0,,ROIB87GLA,0.4
1317,B81JKY,2023-08-27,08:54,96.0,60,AV LIBERTADOR,,IMPAGA,33.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/80e02a518ffe4cb2.jpg,RO}B81JKY,0.8
1318,GCP332,2023-02-09,09:56,125.0,80,AV LIBERTADOR,R03,APELADA,41.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/d648b2ae1abc09f3_patente.jpg,G0GCP332,0.8571
1321,UW3932,1932-01-01,14:48,43.0,40,RUTA 9,R03,IMPAGA,1.0,,UM96201,0.4615
1322,GOOGLE,1932-01-01,00:00,92.0,60,AV LIBERTADOR,,APELADA,29.0,,ROIB87GLA,0.4
1326,VY90540,2022-09-24,18:57,145.0,80,AV LIBERTADOR,R03,APELADA,61.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente_1.jpg,VY90540,1.0
1328,W326AVE,2023-04-13,14:48,126.0,80,AV LIBERTADOR,R02,ERROR,42.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,1.0
1329,GOOGLE,2020-03-31,18:57,46.0,40,AV LIBERTADOR,R01,PAGADA,4.0,,ROIB87GLA,0.4
1330,VNK296GP,2020-12-05,08:54,107.0,80,RUTA 9,R01,APELADA,23.0,,[NK226GP,0.75
1331,NTHGLFT,1932-01-01,00:00,102.0,80,AV LIBERTADOR,R02,IMPAGA,18.0,,OCTUAOUNTHGLFTI,0.6364
1332,UM96201,2021-03-27,18:57,91.0,60,AV LIBERTADOR,R02,APELADA,28.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,1.0
1335,OUTSTDN,2023-10-27,00:00,58.0,40,RUTA 9,R01,PAGADA,16.0,,JANVIRGINIAD;<OUTSTDN,0.5
1336,NHZ1002,2023-08-22,09:57,96.0,40,AV LIBERTADOR,R01,ERROR,54.0,,(SN12LO,0.4286
1337,MVU4688,2023-12-26,18:57,122.0,60,AV LIBERTADOR,R03,IMPAGA,59.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688],0.9333
1339,RFH373,1932-01-01,09:57,72.0,40,AV SIEMPRE VIVA,,IMPAGA,30.0,,HNS79,0.3636
1340,9999868,2021-03-22,08:55,128.0,80,AV SIEMPRE VIVA,R03,APELADA,44.0,,2999961,0.7143
1342,GLEN1E,2022-03-15,09:57,130.0,60,AV SIEMPRE VIVA,R01,ERROR,67.0,,6E1766,0.3333
1346,CBMUK,2023-03-12,08:55,117.0,80,AV SIEMPRE VIVA,,IMPAGA,33.0,,BM-351,0.3636
1348,NTHGLFT,2021-11-28,14:48,98.0,60,AV LIBERTADOR,,PAGADA,35.0,,OCTUAOUNTHGLFTI,0.6364
1349,GOOGLE,2023-12-31,18:58,49.0,40,RUTA 9,R02,PAGADA,7.0,,ROIB87GLA,0.4
1351,691XC80,1932-01-01,18:58,78.0,60,AV LIBERTADOR,,APELADA,15.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,1.0
1352,B81JKY,2020-12-21,00:00,117.0,80,RUTA 9,R01,IMPAGA,33.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/80e02a518ffe4cb2.jpg,RO}B81JKY,0.8
1354,W326AVE,2021-01-11,14:48,117.0,60,RUTA 9,R03,IMPAGA,54.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,1.0
1359,0695DVH,2020-12-29,09:58,126.0,60,AV SIEMPRE VIVA,R03,PAGADA,63.0,,0634,0.3636
1361,6NCE831,2022-04-10,08:55,75.0,60,AV LIBERTADOR,R01,IMPAGA,12.0,,'CELILOV6NCE831,0.6364
1368,VNK296GP,2022-02-01,08:56,68.0,60,AV LIBERTADOR,,IMPAGA,5.0,,[NK226GP,0.75
1369,J1S1,2023-07-29,18:59,98.0,80,AV SIEMPRE VIVA,R03,ERROR,14.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,1.0
1370,CBMUK,2023-01-25,09:58,112.0,80,AV SIEMPRE VIVA,R03,APELADA,28.0,,BM-351,0.3636
1372,CBMUK,1932-01-01,09:59,126.0,80,RUTA 9,R03,ERROR,42.0,,BM-351,0.3636
1373,41RSTZ,2022-10-08,14:48,43.0,40,AV LIBERTADOR,R01,ERROR,1.0,,41-RS-TZAETE,0.6667
1374,HAMSTUR,2020-12-11,08:56,107.0,80,RUTA 9,R02,ERROR,23.0,,JAYYOOMN[HAMSTUR,0.6087
1379,HK06YMX,2020-02-04,14:49,91.0,60,RUTA 9,,PAGADA,28.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,0.8571
1380,BM351,2021-03-08,08:56,90.0,80,RUTA 9,R01,PAGADA,6.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM-351,0.9091
1381,BM351,1932-01-01,14:49,107.0,40,AV LIBERTADOR,R01,APELADA,65.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM-351,0.9091
1383,M20CPR,2020-05-18,19:00,99.0,60,AV LIBERTADOR,,APELADA,36.0,,[Q2OCPR,0.6154
1387,6NCE831,2022-06-02,09:59,136.0,80,AV SIEMPRE VIVA,,PAGADA,52.0,,'CELILOV6NCE831,0.6364
1388,2999961,1932-01-01,14:50,118.0,80,AV LIBERTADOR,R03,IMPAGA,34.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,1.0
1389,VTIIAHV,1932-01-01,08:57,57.0,40,RUTA 9,R03,ERROR,15.0,,BTIAHV,0.7692
1391,UM96201,2023-01-08,08:57,94.0,80,RUTA 9,R03,PAGADA,10.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,1.0
1394,41RSTZ,2022-06-02,08:57,137.0,80,AV LIBERTADOR,R01,ERROR,53.0,,41-RS-TZAETE,0.6667
1396,CBMUK,2023-11-29,08:57,69.0,40,RUTA 9,R02,PAGADA,27.0,,BM-351,0.3636
1398,TL03GOG,2023-03-15,14:50,86.0,60,RUTA 9,R01,IMPAGA,23.0,,7L03GOG771796O/J505841,0.4138
1399,XIIUME,1932-01-01,00:00,105.0,40,AV LIBERTADOR,R02,IMPAGA,63.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,1.0
1401,DI2LOT,2020-11-14,19:00,98.0,80,AV LIBERTADOR,,APELADA,14.0,,(SN12LO,0.4615
1409,691XC80,2023-12-12,00:00,145.0,80,AV LIBERTADOR,R02,PAGADA,61.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,1.0
1410,HF3461,1932-01-01,00:00,65.0,60,AV SIEMPRE VIVA,,PAGADA,2.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,1.0
1411,AWS167,1932-01-01,19:01,126.0,80,AV LIBERTADOR,,ERROR,42.0,,AMSW167,0.7692
1412,GE1466,2022-07-11,14:51,117.0,60,AV SIEMPRE VIVA,R03,PAGADA,54.0,,6E1766,0.6667
1414,HAMSTUR,2023-11-21,14:51,147.0,80,AV SIEMPRE VIVA,R02,IMPAGA,63.0,,JAYYOOMN[HAMSTUR,0.6087
1416,FVIOUHP,2020-07-13,10:00,100.0,80,AV LIBERTADOR,R03,ERROR,16.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVIDUHP,0.8571
1419,W326AVE,2020-01-28,10:00,72.0,40,RUTA 9,R02,APELADA,30.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,1.0
1420,6NCE831,2022-07-01,14:52,108.0,60,AV SIEMPRE VIVA,R03,PAGADA,45.0,,'CELILOV6NCE831,0.6364
1423,FD1475,2022-12-15,08:58,106.0,80,AV LIBERTADOR,,IMPAGA,22.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD-147,0.8333
